order_id,timestamp,dish_name,category,quantity,price,cost,server_id
2435,2025-12-29 14:38:09.087207,Ice Cream,Dessert,1,7.08,3.97,Bob
2436,2026-02-13 19:33:05.305064,Salad,Appetizer,2,8.76,3.56,Charlie
2437,2026-02-14 00:32:00.036552,Carbonara,Main,3,12.1,7.07,Charlie
2438,2026-02-16 11:14:04.116306,Soda,Drink,1,2.95,1.59,Diana
2439,2026-01-19 02:16:45.279759,Burger,Main,2,11.59,6.52,Alice
2440,2025-12-21 20:21:37.468755,Carbonara,Main,2,12.21,8.53,Alice
2441,2026-03-03 12:36:22.025776,Spring Rolls,Appetizer,5,7.75,4.16,Bob
2442,2025-12-19 19:34:27.785331,Burger,Main,1,13.11,8.24,Charlie
2443,2026-01-10 16:55:43.791873,Ice Cream,Dessert,2,6.77,3.88,Bob
2444,2026-02-15 19:32:50.459309,Spring Rolls,Appetizer,2,8.26,4.1,Charlie
2445,2025-12-19 14:01:17.156911,Tomahawk,Main,1,34.32,14.78,Alice
2446,2026-01-27 09:29:20.864552,Sushi,Main,3,16.53,10.78,Bob
2447,2026-01-05 09:28:01.437819,Tomahawk,Main,1,36.19,16.21,Alice
2448,2026-02-01 00:58:28.932134,Sushi,Main,2,18.76,7.94,Charlie
2449,2025-12-29 19:28:01.842283,Pizza,Main,3,12.76,7.88,Alice
2450,2026-02-13 17:34:03.177171,Tomahawk,Main,1,36.36,20.47,Bob
2451,2026-01-06 15:06:17.300346,Pizza,Main,3,14.5,9.94,Charlie
2452,2026-03-08 01:51:48.989550,Coffee,Drink,1,4.17,1.98,Alice
2453,2026-01-27 13:12:25.144071,Coffee,Drink,2,4.21,2.61,Alice
2454,2025-12-27 14:43:21.561958,Carbonara,Main,2,13.47,8.76,Alice
2455,2026-02-20 04:45:03.790413,Sushi,Main,1,16.49,9.63,Diana
2456,2026-02-04 18:07:57.639777,Pizza,Main,2,12.7,8.01,Alice
2457,2026-02-28 01:47:35.801052,Salad,Appetizer,3,8.24,5.76,Alice
2458,2026-01-07 12:52:05.144250,Soda,Drink,1,2.79,1.83,Bob
2459,2026-02-26 20:11:58.342387,Salad,Appetizer,3,8.36,5.68,Alice
2460,2025-12-21 18:52:50.279331,Sushi,Main,4,17.49,11.04,Diana
2461,2026-03-06 18:03:38.435249,Burger,Main,3,12.31,8.26,Charlie
2462,2026-02-26 04:42:12.445606,Sushi,Main,2,19.7,8.06,Diana
2463,2026-02-19 20:50:32.528162,Salad,Appetizer,3,9.8,5.65,Charlie
2464,2026-01-01 20:13:40.007239,Spring Rolls,Appetizer,4,7.69,3.17,Bob
2465,2026-02-26 15:07:25.710779,Spring Rolls,Appetizer,4,7.94,5.13,Diana
2466,2026-01-22 20:51:44.612776,Carbonara,Main,2,14.0,7.17,Charlie
2467,2026-02-05 20:08:27.582168,Tomahawk,Main,2,32.92,20.32,Bob
2468,2026-02-04 03:44:44.231138,Ice Cream,Dessert,1,6.57,3.02,Diana
2469,2026-01-03 22:19:12.019057,Coffee,Drink,2,4.05,2.32,Bob
2470,2026-03-08 07:49:35.324416,Sushi,Main,3,18.17,10.13,Alice
2471,2026-02-02 19:42:41.906941,Carbonara,Main,1,14.04,8.68,Alice
2472,2026-02-10 19:53:08.427776,Carbonara,Main,5,11.76,5.38,Alice
2473,2025-12-24 01:53:36.118990,Carbonara,Main,2,13.32,8.05,Alice
2474,2026-01-24 12:23:48.497478,Carbonara,Main,2,12.41,5.97,Charlie
2475,2025-12-30 04:37:56.762400,Coffee,Drink,1,4.38,1.81,Alice
2476,2026-02-16 08:02:29.500709,Pizza,Main,3,15.31,8.4,Alice
2477,2026-02-01 13:01:19.623788,Tomahawk,Main,1,33.2,19.46,Alice
2478,2026-01-25 12:05:53.459182,Coffee,Drink,3,3.7,2.52,Alice
2479,2025-12-15 12:25:39.738720,Carbonara,Main,1,13.56,7.71,Bob
2480,2025-12-12 15:41:06.680854,Salad,Appetizer,3,8.79,4.05,Bob
2481,2026-02-21 15:38:45.234325,Sushi,Main,1,17.99,7.42,Alice
2482,2026-01-24 22:14:54.148170,Pizza,Main,2,13.49,6.01,Alice
2483,2026-02-28 13:03:05.283171,Ice Cream,Dessert,2,6.57,4.24,Bob
2484,2026-01-12 19:29:37.635824,Ice Cream,Dessert,2,6.5,4.15,Diana
2485,2026-02-13 12:07:05.224270,Tomahawk,Main,1,37.63,21.62,Diana
2486,2026-01-09 13:53:15.714720,Burger,Main,5,11.22,6.1,Alice
2487,2026-01-03 12:52:27.538353,Ice Cream,Dessert,3,7.63,3.92,Alice
2488,2026-03-06 22:13:40.107702,Tomahawk,Main,2,37.79,26.02,Alice
2489,2026-02-05 16:23:27.831796,Salad,Appetizer,2,9.22,5.97,Bob
2490,2026-02-08 20:17:22.715300,Spring Rolls,Appetizer,3,8.03,4.33,Charlie
2491,2026-02-12 07:32:39.517614,Carbonara,Main,2,12.5,6.43,Bob
2492,2026-02-08 07:24:32.137153,Carbonara,Main,1,12.03,6.65,Bob
2493,2026-01-19 07:36:03.423091,Salad,Appetizer,2,9.36,6.47,Alice
2494,2026-01-19 12:45:27.326591,Burger,Main,2,11.28,7.78,Bob
2495,2026-02-05 12:47:58.968758,Pizza,Main,1,15.23,8.43,Bob
2496,2026-01-10 20:06:50.813544,Pizza,Main,2,13.63,7.49,Alice
2497,2026-02-03 13:32:07.617507,Soda,Drink,1,2.72,1.3,Bob
2498,2026-01-08 20:20:04.629704,Coffee,Drink,3,3.66,1.92,Alice
2499,2026-03-10 14:04:13.191345,Pizza,Main,1,13.98,8.94,Diana
2500,2026-02-01 23:38:00.428861,Soda,Drink,2,2.97,1.25,Diana
2501,2026-03-04 09:42:26.482089,Tomahawk,Main,3,35.28,17.37,Bob
2502,2026-01-28 11:45:16.989969,Carbonara,Main,2,14.21,7.8,Alice
2503,2026-01-09 08:39:50.709032,Sushi,Main,2,16.35,10.75,Alice
2504,2026-02-19 22:39:57.076862,Soda,Drink,1,2.86,1.54,Diana
2505,2025-12-13 12:19:58.328084,Sushi,Main,2,17.4,10.47,Alice
2506,2025-12-19 13:59:28.995986,Salad,Appetizer,1,9.82,6.32,Alice
2507,2026-02-06 10:32:52.069621,Ice Cream,Dessert,1,7.13,3.02,Bob
2508,2026-02-17 12:51:04.453919,Pizza,Main,2,14.1,6.86,Charlie
2509,2025-12-28 00:37:36.648687,Spring Rolls,Appetizer,2,8.38,4.59,Alice
2510,2026-01-11 18:53:50.419395,Sushi,Main,2,16.92,7.13,Charlie
2511,2026-01-22 19:58:41.743105,Salad,Appetizer,2,8.79,4.72,Alice
2512,2026-02-08 15:13:25.014434,Soda,Drink,1,3.05,1.68,Bob
2513,2026-01-23 01:22:53.311857,Burger,Main,3,11.07,6.83,Alice
2514,2026-01-30 03:12:25.126620,Tomahawk,Main,1,36.74,23.38,Charlie
2515,2026-03-10 18:19:36.485135,Soda,Drink,3,3.08,1.88,Alice
2516,2026-01-14 12:50:45.398407,Salad,Appetizer,2,8.33,4.11,Charlie
2517,2026-01-03 13:50:00.157069,Sushi,Main,4,17.26,7.21,Charlie
2518,2026-02-12 20:14:36.793415,Carbonara,Main,2,14.1,7.56,Charlie
2519,2026-02-03 20:02:36.022764,Spring Rolls,Appetizer,1,8.26,3.71,Alice
2520,2025-12-23 11:43:34.285724,Pizza,Main,1,15.04,9.19,Bob
2521,2026-02-06 12:21:30.941115,Carbonara,Main,2,13.34,8.38,Charlie
2522,2026-02-10 15:59:24.967714,Salad,Appetizer,1,8.22,4.49,Bob
2523,2026-03-02 19:19:45.696440,Burger,Main,1,11.07,5.13,Charlie
2524,2025-12-13 05:34:27.273731,Ice Cream,Dessert,1,7.6,3.32,Alice
2525,2026-03-03 14:59:57.163633,Burger,Main,3,11.11,6.3,Bob
2526,2026-01-21 19:19:43.449240,Salad,Appetizer,2,8.21,4.27,Charlie
2527,2025-12-27 09:23:29.934534,Soda,Drink,2,2.91,1.96,Bob
2528,2026-03-09 02:33:14.710308,Sushi,Main,2,18.75,7.69,Bob
2529,2026-01-04 03:56:28.170691,Spring Rolls,Appetizer,3,8.14,5.64,Bob
2530,2026-01-28 19:18:00.905056,Burger,Main,3,12.25,8.19,Alice
2531,2026-01-05 13:08:12.437941,Spring Rolls,Appetizer,3,7.99,4.38,Bob
2532,2025-12-21 23:03:15.873780,Spring Rolls,Appetizer,1,8.51,5.95,Bob
2533,2026-03-02 16:29:45.193555,Sushi,Main,1,16.86,10.25,Diana
2534,2026-02-24 19:05:54.025904,Ice Cream,Dessert,1,7.54,3.41,Alice
2535,2025-12-17 06:50:53.225818,Ice Cream,Dessert,1,6.75,3.71,Bob
2536,2026-02-22 14:36:29.091673,Spring Rolls,Appetizer,1,8.75,4.47,Bob
2537,2025-12-24 12:05:17.489697,Pizza,Main,4,14.33,7.0,Diana
2538,2026-01-03 20:31:03.277355,Pizza,Main,1,12.7,7.59,Charlie
2539,2026-03-06 19:30:33.919403,Burger,Main,1,11.88,6.87,Alice
2540,2025-12-13 19:13:01.249557,Carbonara,Main,1,12.42,6.93,Charlie
2541,2026-02-02 19:21:48.897618,Carbonara,Main,3,12.11,5.41,Bob
2542,2026-02-16 15:34:41.604316,Sushi,Main,4,18.9,7.89,Alice
2543,2026-02-23 12:30:09.319498,Carbonara,Main,2,12.03,6.24,Alice
2544,2025-12-20 20:01:57.363987,Sushi,Main,4,18.68,11.34,Alice
2545,2025-12-11 01:36:27.812296,Burger,Main,1,12.16,5.32,Charlie
2546,2026-03-07 20:10:11.864492,Burger,Main,2,11.4,7.51,Alice
2547,2026-03-10 15:40:05.855392,Spring Rolls,Appetizer,4,7.73,5.17,Charlie
2548,2026-01-20 08:25:12.746041,Salad,Appetizer,2,9.75,6.58,Charlie
2549,2026-01-13 13:07:10.309041,Salad,Appetizer,2,9.39,5.18,Alice
2550,2026-01-11 23:04:24.898822,Sushi,Main,2,19.19,13.3,Bob
2551,2026-02-17 05:06:54.750266,Salad,Appetizer,2,9.31,5.42,Charlie
2552,2025-12-16 22:53:52.328570,Salad,Appetizer,1,9.78,6.38,Charlie
2553,2026-01-19 13:14:42.336158,Spring Rolls,Appetizer,4,7.54,3.65,Bob
2554,2025-12-15 08:27:01.283969,Coffee,Drink,2,4.27,2.3,Charlie
2555,2026-03-05 08:09:26.060799,Spring Rolls,Appetizer,1,7.7,4.04,Alice
2556,2026-02-28 19:46:03.653637,Pizza,Main,2,12.74,5.67,Diana
2557,2025-12-23 22:42:26.202469,Carbonara,Main,1,12.31,4.93,Bob
2558,2026-03-02 12:06:33.311508,Carbonara,Main,3,12.47,8.04,Charlie
2559,2026-01-02 15:36:19.512650,Burger,Main,3,12.56,8.67,Charlie
2560,2026-01-29 17:45:50.876328,Coffee,Drink,2,4.28,1.88,Alice
2561,2026-02-03 16:37:32.609780,Spring Rolls,Appetizer,2,7.59,3.06,Diana
2562,2026-02-27 21:27:35.688384,Sushi,Main,2,16.66,9.49,Charlie
2563,2025-12-12 20:14:54.282237,Salad,Appetizer,4,9.07,5.16,Alice
2564,2026-01-06 20:47:45.956543,Pizza,Main,2,14.22,8.82,Charlie
2565,2026-03-05 19:37:25.591990,Salad,Appetizer,4,9.34,6.41,Diana
2566,2025-12-21 14:29:41.740756,Carbonara,Main,3,13.89,8.45,Charlie
2567,2026-02-12 03:55:13.300967,Salad,Appetizer,4,9.65,5.74,Charlie
2568,2025-12-11 08:14:04.964163,Tomahawk,Main,2,32.96,18.0,Bob
2569,2026-02-23 23:02:35.518064,Sushi,Main,1,18.83,11.98,Alice
2570,2026-01-23 16:21:25.232714,Ice Cream,Dessert,4,7.52,4.4,Charlie
2571,2026-01-21 22:43:46.837952,Sushi,Main,1,17.74,11.63,Charlie
2572,2026-02-07 02:12:42.456927,Sushi,Main,1,16.71,7.02,Alice
2573,2026-01-05 07:49:57.031649,Sushi,Main,1,16.81,9.52,Alice
2574,2026-02-06 15:03:40.206743,Carbonara,Main,1,12.1,6.13,Bob
2575,2025-12-29 20:33:39.898879,Soda,Drink,1,3.23,1.85,Alice
2576,2025-12-22 12:52:55.332890,Sushi,Main,3,18.95,11.88,Bob
2577,2026-03-05 12:21:03.030076,Carbonara,Main,3,12.65,8.27,Alice
2578,2026-02-17 18:53:17.116499,Sushi,Main,2,17.44,9.05,Alice
2579,2026-02-03 22:14:26.959959,Burger,Main,3,11.75,6.3,Bob
2580,2025-12-22 19:34:43.398479,Spring Rolls,Appetizer,2,8.38,5.35,Bob
2581,2025-12-15 12:37:38.768059,Spring Rolls,Appetizer,1,8.58,5.55,Charlie
2582,2025-12-14 09:13:47.043614,Soda,Drink,3,3.1,1.95,Bob
2583,2026-03-10 20:37:17.576621,Coffee,Drink,2,4.05,2.82,Alice
2584,2026-03-06 09:11:56.561238,Carbonara,Main,1,12.3,5.19,Alice
2585,2026-02-17 21:17:12.880422,Carbonara,Main,3,13.59,5.44,Diana
2586,2026-02-23 10:12:56.499681,Pizza,Main,2,13.63,5.63,Diana
2587,2025-12-17 13:16:18.583944,Sushi,Main,3,17.46,8.15,Alice
2588,2026-02-06 16:04:36.368367,Burger,Main,2,10.99,6.63,Bob
2589,2025-12-27 21:36:31.036010,Tomahawk,Main,2,36.21,15.08,Alice
2590,2026-01-16 00:01:25.614281,Burger,Main,1,11.58,5.16,Bob
2591,2026-01-06 20:05:32.077337,Spring Rolls,Appetizer,4,8.52,4.6,Diana
2592,2025-12-20 15:44:52.615080,Burger,Main,1,12.24,6.92,Alice
2593,2025-12-24 19:31:46.304166,Salad,Appetizer,2,8.84,4.53,Bob
2594,2026-01-18 16:09:43.090045,Pizza,Main,3,13.32,7.71,Charlie
2595,2025-12-30 15:37:26.895943,Salad,Appetizer,2,8.84,4.46,Diana
2596,2025-12-22 07:02:26.524866,Tomahawk,Main,2,31.94,13.27,Alice
2597,2025-12-14 01:58:57.193161,Soda,Drink,2,2.84,1.4,Alice
2598,2026-02-02 17:02:04.680619,Soda,Drink,2,3.04,1.97,Alice
2599,2026-02-13 00:16:53.714710,Spring Rolls,Appetizer,2,7.68,5.35,Bob
2600,2026-01-25 09:04:38.254060,Ice Cream,Dessert,1,7.55,4.72,Diana
2601,2026-02-24 19:37:59.984664,Pizza,Main,4,14.7,8.46,Alice
2602,2026-02-09 12:46:41.821120,Spring Rolls,Appetizer,2,7.27,4.28,Alice
2603,2026-02-14 14:24:56.811469,Spring Rolls,Appetizer,3,8.57,4.67,Charlie
2604,2026-02-11 15:45:54.472332,Salad,Appetizer,4,8.42,4.14,Charlie
2605,2026-02-10 05:49:14.507405,Carbonara,Main,2,11.97,7.86,Diana
2606,2026-01-27 10:07:15.601171,Salad,Appetizer,2,8.58,5.8,Bob
2607,2026-02-24 12:08:03.765662,Soda,Drink,1,2.82,1.49,Charlie
2608,2026-02-01 19:47:19.223599,Salad,Appetizer,2,9.43,3.92,Alice
2609,2026-02-07 23:33:51.158351,Sushi,Main,1,17.7,7.46,Bob
2610,2026-01-19 04:53:22.491213,Spring Rolls,Appetizer,1,8.7,4.7,Bob
2611,2025-12-17 21:15:47.309300,Coffee,Drink,1,4.31,2.92,Alice
2612,2026-01-17 13:37:16.890038,Sushi,Main,2,18.32,12.3,Alice
2613,2025-12-13 13:13:08.827682,Soda,Drink,2,2.94,1.75,Bob
2614,2026-02-09 16:42:59.382451,Burger,Main,2,12.24,5.01,Bob
2615,2025-12-19 12:41:32.839768,Carbonara,Main,1,14.27,6.32,Alice
2616,2026-01-10 06:56:57.592882,Spring Rolls,Appetizer,1,8.34,5.14,Bob
2617,2025-12-13 12:39:36.793139,Coffee,Drink,2,4.02,2.31,Charlie
2618,2026-01-13 20:52:57.637875,Carbonara,Main,1,13.4,8.67,Charlie
2619,2026-03-08 12:45:43.745076,Spring Rolls,Appetizer,2,8.26,3.92,Charlie
2620,2026-01-20 11:54:18.561782,Pizza,Main,2,14.67,7.66,Alice
2621,2025-12-19 19:33:25.301614,Sushi,Main,1,19.71,12.17,Alice
2622,2026-01-23 01:49:36.381452,Spring Rolls,Appetizer,2,7.46,3.65,Charlie
2623,2026-02-04 12:10:45.392524,Spring Rolls,Appetizer,1,7.36,4.97,Bob
2624,2025-12-19 13:15:05.620862,Sushi,Main,1,18.98,12.41,Alice
2625,2026-01-02 01:58:23.372937,Tomahawk,Main,2,34.61,24.12,Bob
2626,2026-01-07 18:46:45.693473,Spring Rolls,Appetizer,2,8.61,3.51,Diana
2627,2026-02-06 03:30:02.676220,Soda,Drink,1,2.78,1.13,Alice
2628,2025-12-12 20:48:52.223087,Spring Rolls,Appetizer,2,8.31,4.11,Alice
2629,2026-03-02 07:58:59.550310,Soda,Drink,2,2.99,1.74,Alice
2630,2026-01-01 19:52:36.013922,Sushi,Main,1,19.43,12.87,Bob
2631,2025-12-23 14:23:14.251826,Tomahawk,Main,2,38.3,15.56,Alice
2632,2025-12-25 14:19:30.448887,Burger,Main,2,12.87,8.62,Alice
2633,2026-01-17 15:08:18.873704,Pizza,Main,2,14.08,7.16,Alice
2634,2026-01-21 11:13:52.807292,Burger,Main,1,12.53,5.5,Alice
2635,2026-01-19 04:43:55.598765,Coffee,Drink,2,3.75,2.36,Alice
2636,2026-01-14 20:15:55.068005,Salad,Appetizer,1,9.29,4.8,Alice
2637,2026-02-14 05:13:35.780284,Soda,Drink,3,3.21,1.7,Bob
2638,2026-02-20 12:49:10.133538,Coffee,Drink,3,3.73,1.89,Bob
2639,2026-02-28 15:23:52.609814,Pizza,Main,2,14.77,7.31,Alice
2640,2025-12-14 20:54:21.403112,Sushi,Main,1,19.77,10.94,Alice
2641,2026-03-10 13:25:30.031402,Ice Cream,Dessert,1,7.28,4.39,Alice
2642,2026-02-01 02:12:40.836682,Soda,Drink,1,2.84,1.63,Alice
2643,2026-03-05 19:52:22.323638,Soda,Drink,3,2.75,1.82,Charlie
2644,2026-01-08 16:59:55.474976,Carbonara,Main,2,13.61,7.26,Bob
2645,2026-02-09 04:45:47.540829,Ice Cream,Dessert,1,7.39,4.77,Alice
2646,2026-02-25 22:51:18.824244,Pizza,Main,2,14.65,9.04,Charlie
2647,2025-12-30 21:12:41.485682,Salad,Appetizer,1,9.6,5.98,Diana
2648,2026-02-14 05:51:08.306158,Tomahawk,Main,2,33.21,20.2,Bob
2649,2026-01-25 12:10:03.373580,Coffee,Drink,4,4.27,2.66,Bob
2650,2026-02-01 17:31:17.419378,Salad,Appetizer,3,8.79,5.99,Bob
2651,2025-12-27 13:19:53.829095,Coffee,Drink,2,3.73,1.66,Bob
2652,2026-03-08 19:18:25.771525,Spring Rolls,Appetizer,3,8.46,5.63,Alice
2653,2026-01-12 11:30:37.534377,Burger,Main,1,12.7,5.97,Alice
2654,2026-02-05 18:01:11.339715,Soda,Drink,1,2.76,1.61,Charlie
2655,2026-01-27 13:07:42.569274,Carbonara,Main,3,14.22,6.53,Alice
2656,2025-12-31 12:50:54.979720,Coffee,Drink,1,4.02,2.5,Charlie
2657,2026-02-15 00:52:24.178639,,Main,3,,6.56,Alice
2658,2026-01-11 08:27:37.082341,Ice Cream,Dessert,1,7.64,3.32,Alice
2659,2026-01-23 20:57:30.014331,Spring Rolls,Appetizer,1,7.65,3.37,Charlie
2660,2026-01-20 13:15:27.923007,Burger,Main,2,11.14,7.75,Bob
2661,2025-12-10 20:36:13.787333,Carbonara,Main,1,12.15,6.59,Diana
2662,2025-12-28 07:32:27.506840,Carbonara,Main,1,14.29,7.55,Charlie
2663,2025-12-14 13:18:00.491376,Soda,Drink,3,3.11,2.04,Bob
2664,2026-02-25 15:06:35.354744,Burger,Main,1,10.93,5.53,Charlie
2665,2026-02-11 15:54:39.093223,Spring Rolls,Appetizer,5,7.81,3.35,Alice
2666,2026-01-16 20:08:48.575663,Burger,Main,1,11.33,6.32,Charlie
2667,2026-02-18 07:42:13.739752,Spring Rolls,Appetizer,3,7.95,3.27,Bob
2668,2026-02-01 13:18:20.731432,Coffee,Drink,2,3.96,1.95,Charlie
2669,2026-01-12 23:06:33.752773,Tomahawk,Main,2,32.97,16.36,Alice
2670,2026-01-22 16:41:51.775811,Burger,Main,1,11.78,8.02,Bob
2671,2026-03-05 13:41:46.315768,Carbonara,Main,4,12.32,5.15,Alice
2672,2026-01-30 05:17:01.918024,Spring Rolls,Appetizer,1,7.87,5.35,Alice
2673,2026-02-05 23:16:07.562334,Pizza,Main,3,14.76,6.38,Diana
2674,2026-02-26 19:25:36.165685,Salad,Appetizer,1,9.58,5.15,Alice
2675,2025-12-17 19:59:21.178324,Soda,Drink,2,2.74,1.24,Alice
2676,2026-03-11 10:07:49.364039,Spring Rolls,Appetizer,2,7.7,5.23,Bob
2677,2026-02-05 03:59:02.374068,Coffee,Drink,1,3.74,1.82,Charlie
2678,2026-02-26 20:31:42.605983,Burger,Main,1,10.89,6.71,Charlie
2679,2026-02-19 17:40:49.465663,Sushi,Main,2,19.04,8.07,Alice
2680,2026-03-08 12:23:02.909511,Sushi,Main,1,18.88,10.23,Bob
2681,2026-01-22 22:50:03.653620,Sushi,Main,4,17.04,10.11,Charlie
2682,2026-02-06 19:06:05.837697,Salad,Appetizer,2,8.84,4.27,Diana
2683,2025-12-31 07:27:45.962306,Burger,Main,4,11.34,6.65,Diana
2684,2026-01-15 02:47:31.979242,Carbonara,Main,1,12.51,7.86,Bob
2685,2026-03-03 06:48:48.348023,Burger,Main,1,11.48,6.59,Bob
2686,2025-12-16 20:45:07.105491,Sushi,Main,3,17.53,11.34,Alice
2687,2025-12-14 13:38:45.800454,Burger,Main,1,11.28,5.66,Bob
2688,2026-02-19 13:39:11.605891,Tomahawk,Main,1,32.13,21.86,Bob
2689,2026-03-05 07:13:36.791504,Sushi,Main,3,17.39,8.65,Alice
2690,2026-02-28 22:19:29.820049,Spring Rolls,Appetizer,3,8.43,3.63,Charlie
2691,2026-03-10 02:29:35.332392,Coffee,Drink,1,3.79,1.98,Alice
2692,2025-12-27 23:56:25.346942,Soda,Drink,1,2.77,1.48,Bob
2693,2026-01-25 20:16:26.480478,Spring Rolls,Appetizer,2,7.46,3.31,Charlie
2694,2026-01-25 12:48:33.094584,Burger,Main,2,11.31,5.36,Bob
2695,2026-02-09 15:52:15.040874,Ice Cream,Dessert,3,7.6,4.22,Bob
2696,2025-12-19 20:42:08.358238,Carbonara,Main,6,12.56,5.86,Diana
2697,2025-12-29 14:32:51.535734,Burger,Main,2,12.53,7.55,Charlie
2698,2026-02-27 23:45:26.882251,Ice Cream,Dessert,1,7.48,3.63,Bob
2699,2026-03-07 21:07:36.506515,Sushi,Main,2,16.44,10.82,Bob
2700,2026-02-12 05:07:18.852948,Burger,Main,2,11.35,7.92,Alice
2701,2026-03-03 20:44:18.024056,Pizza,Main,2,13.03,5.43,Diana
2702,2025-12-18 17:48:04.235236,Spring Rolls,Appetizer,1,8.01,3.35,Charlie
2703,2026-02-17 09:07:34.665643,Coffee,Drink,2,3.9,2.19,Charlie
2704,2026-02-01 09:38:25.582093,Soda,Drink,4,3.25,1.94,Charlie
2705,2026-03-01 19:57:38.678222,Pizza,Main,1,14.16,7.8,Alice
2706,2026-01-17 04:00:34.421303,Pizza,Main,1,12.93,7.03,Bob
2707,2026-02-15 02:33:06.345991,Tomahawk,Main,2,34.34,17.87,Bob
2708,2026-03-01 05:20:42.820866,Tomahawk,Main,4,34.73,21.64,Charlie
2709,2025-12-18 07:15:26.769328,Ice Cream,Dessert,3,6.87,4.45,Bob
2710,2026-02-22 05:34:07.557275,Spring Rolls,Appetizer,1,7.88,5.03,Charlie
2711,2026-02-16 04:11:21.521395,Coffee,Drink,1,3.84,2.07,Bob
2712,2026-03-09 19:27:35.385246,Ice Cream,Dessert,1,6.8,2.8,Alice
2713,2026-01-13 00:12:00.094388,Sushi,Main,3,16.27,8.87,Bob
2714,2026-03-10 18:28:53.317390,Coffee,Drink,2,4.21,2.81,Diana
2715,2026-02-09 13:37:58.561440,Ice Cream,Dessert,1,7.58,3.42,Diana
2716,2026-02-25 12:27:43.952206,Coffee,Drink,5,4.38,2.42,Alice
2717,2025-12-19 20:03:41.681903,Soda,Drink,1,3.29,1.32,Bob
2718,2026-01-11 13:23:12.268913,Sushi,Main,2,19.68,11.66,Alice
2719,2026-02-16 09:27:46.628851,Carbonara,Main,2,13.31,5.95,Alice
2720,2026-01-30 00:03:07.708362,Spring Rolls,Appetizer,1,7.61,3.62,Alice
2721,2025-12-20 10:00:55.603770,Burger,Main,1,12.97,8.51,Alice
2722,2026-02-11 13:40:00.852260,Burger,Main,4,11.6,7.4,Bob
2723,2026-01-15 03:07:23.403981,Spring Rolls,Appetizer,1,7.63,4.36,Diana
2724,2025-12-10 19:02:06.488056,Ice Cream,Dessert,3,6.87,4.66,Bob
2725,2026-01-08 13:04:22.124199,Burger,Main,2,11.07,5.38,Bob
2726,2026-01-20 20:14:41.714509,Sushi,Main,2,18.41,9.0,Alice
2727,2026-01-02 05:53:16.638901,Salad,Appetizer,1,8.51,3.95,Bob
2728,2025-12-12 04:36:41.854312,Sushi,Main,2,19.48,10.24,Diana
2729,2026-01-05 03:42:02.760041,Soda,Drink,2,2.86,1.29,Alice
2730,2026-01-09 08:48:57.708029,Burger,Main,1,11.39,5.44,Charlie
2731,2026-02-17 02:04:11.902737,Soda,Drink,1,3.04,1.44,Bob
2732,2026-01-17 13:44:48.278409,Sushi,Main,1,16.73,7.17,Bob
2733,2025-12-13 12:40:20.556544,Spring Rolls,Appetizer,2,8.27,3.82,Alice
2734,2026-02-17 02:58:42.240848,Salad,Appetizer,1,8.61,5.41,Bob
2735,2025-12-20 19:09:22.345434,Sushi,Main,2,18.48,8.96,Bob
2736,2026-01-10 20:52:12.218488,Carbonara,Main,2,12.85,7.56,Alice
2737,2026-02-27 12:24:02.981266,Coffee,Drink,1,3.82,2.11,Charlie
2738,2026-01-26 18:34:25.438632,Pizza,Main,3,14.7,6.75,Bob
2739,2026-02-02 13:48:37.846992,Carbonara,Main,2,13.37,6.79,Bob
2740,2026-01-27 16:02:54.641804,Soda,Drink,1,2.99,1.35,Charlie
2741,2025-12-16 18:30:32.836222,Soda,Drink,1,2.99,1.67,Bob
2742,2025-12-19 21:16:58.679109,Coffee,Drink,2,3.84,2.38,Diana
2743,2026-02-02 00:02:07.729808,Soda,Drink,1,3.13,2.0,Alice
2744,2026-01-28 23:57:48.009623,Pizza,Main,4,14.75,7.92,Charlie
2745,2025-12-13 07:47:58.749680,Coffee,Drink,2,4.2,2.61,Alice
2746,2026-01-11 19:19:47.651264,Salad,Appetizer,2,8.62,5.51,Charlie
2747,2026-01-23 15:37:10.996747,Coffee,Drink,3,3.84,1.63,Bob
2748,2025-12-26 03:58:49.243329,Burger,Main,1,12.39,7.21,Charlie
2749,2026-02-20 10:36:49.165516,Burger,Main,1,11.23,5.87,Alice
2750,2026-02-05 20:29:02.019608,Ice Cream,Dessert,2,6.57,3.43,Alice
2751,2026-02-07 03:18:38.207380,Coffee,Drink,1,3.8,2.2,Charlie
2752,2025-12-11 20:48:00.943544,Spring Rolls,Appetizer,3,7.57,3.17,Charlie
2753,2025-12-31 12:20:29.632448,Ice Cream,Dessert,2,6.3,3.0,Alice
2754,2026-01-23 11:22:00.501595,Coffee,Drink,1,4.0,2.57,Bob
2755,2025-12-24 13:36:10.350932,Tomahawk,Main,1,31.52,13.06,Diana
2756,2025-12-11 12:03:03.148554,Ice Cream,Dessert,5,6.32,3.47,Alice
2757,2025-12-27 00:45:27.872567,Spring Rolls,Appetizer,2,8.76,5.8,Alice
2758,2026-02-19 20:33:43.062075,Tomahawk,Main,2,32.07,13.02,Charlie
2759,2026-01-22 11:14:23.287647,Soda,Drink,2,3.14,2.1,Bob
2760,2025-12-19 20:59:32.310797,Burger,Main,1,12.9,8.33,Charlie
2761,2026-01-21 13:35:47.921565,Salad,Appetizer,2,8.3,4.17,Charlie
